Disease,Gene,Number of Publications
"Diabetes Mellitus, Type 2",MIF,7
"Diabetes Mellitus, Type 2",MINK1,1
"Diabetes Mellitus, Type 2",MIP,1
"Diabetes Mellitus, Type 2",MIR124-1,3
"Diabetes Mellitus, Type 2",MIR128-1,2
"Diabetes Mellitus, Type 2",MIR1290,1
"Diabetes Mellitus, Type 2",MIR146A,7
"Diabetes Mellitus, Type 2",MIR154,1
"Diabetes Mellitus, Type 2",MIR155,1
"Diabetes Mellitus, Type 2",MIR181A2,1
"Diabetes Mellitus, Type 2",MIR1908,1
"Diabetes Mellitus, Type 2",MIR196A2,2
"Diabetes Mellitus, Type 2",MIR27A,4
"Diabetes Mellitus, Type 2",MIR3188,1
"Diabetes Mellitus, Type 2",MIR326,1
"Diabetes Mellitus, Type 2",MIR375,1
"Diabetes Mellitus, Type 2",MIR499,2
"Diabetes Mellitus, Type 2",MIR9-3,1
"Diabetes Mellitus, Type 2",MKKS,1
"Diabetes Mellitus, Type 2",MKRN2,1
"Diabetes Mellitus, Type 2",MKRN3,1
"Diabetes Mellitus, Type 2",MLL3,1
"Diabetes Mellitus, Type 2",MLLT10,1
"Diabetes Mellitus, Type 2",MLXIPL,5
"Diabetes Mellitus, Type 2",MMAB,1
"Diabetes Mellitus, Type 2",MMACHC,1
"Diabetes Mellitus, Type 2",MMADHC,1
"Diabetes Mellitus, Type 2",MMP1,5
"Diabetes Mellitus, Type 2",MMP10,1
"Diabetes Mellitus, Type 2",MMP11,1
"Diabetes Mellitus, Type 2",MMP12,2
"Diabetes Mellitus, Type 2",MMP13,1
"Diabetes Mellitus, Type 2",MMP14,1
"Diabetes Mellitus, Type 2",MMP15,2
"Diabetes Mellitus, Type 2",MMP16,1
"Diabetes Mellitus, Type 2",MMP19,1
"Diabetes Mellitus, Type 2",MMP2,8
"Diabetes Mellitus, Type 2",MMP20,1
"Diabetes Mellitus, Type 2",MMP24,2
"Diabetes Mellitus, Type 2",MMP25,1
"Diabetes Mellitus, Type 2",MMP26,1
"Diabetes Mellitus, Type 2",MMP27,1
"Diabetes Mellitus, Type 2",MMP3,9
"Diabetes Mellitus, Type 2",MMP7,1
"Diabetes Mellitus, Type 2",MMP8,1
"Diabetes Mellitus, Type 2",MMP9,14
"Diabetes Mellitus, Type 2",MMS22L,1
"Diabetes Mellitus, Type 2",MNX1,1
"Diabetes Mellitus, Type 2",MOB2,2
"Diabetes Mellitus, Type 2",MOG,1
"Diabetes Mellitus, Type 2",MOGAT2,1
"Diabetes Mellitus, Type 2",MOS,1
"Diabetes Mellitus, Type 2",MPDZ,1
"Diabetes Mellitus, Type 2",MPG,1
"Diabetes Mellitus, Type 2",MPHOSPH9,3
"Diabetes Mellitus, Type 2",MPO,7
"Diabetes Mellitus, Type 2",MRPL10,1
"Diabetes Mellitus, Type 2",MRPL42,1
"Diabetes Mellitus, Type 2",MRPS18A,1
"Diabetes Mellitus, Type 2",MRPS35P3,1
"Diabetes Mellitus, Type 2",MRVI1,1
"Diabetes Mellitus, Type 2",MS4A2,3
"Diabetes Mellitus, Type 2",MSH2,1
"Diabetes Mellitus, Type 2",MSH3,1
"Diabetes Mellitus, Type 2",MSI2,1
"Diabetes Mellitus, Type 2",MSR1,2
"Diabetes Mellitus, Type 2",MSRA,3
"Diabetes Mellitus, Type 2",MST1R,1
"Diabetes Mellitus, Type 2",MT1A,2
"Diabetes Mellitus, Type 2",MT1E,1
"Diabetes Mellitus, Type 2",MT1X,1
"Diabetes Mellitus, Type 2",MT2A,4
"Diabetes Mellitus, Type 2",MTAP,1
"Diabetes Mellitus, Type 2",MTCH2,13
"Diabetes Mellitus, Type 2",MTHFD1,3
"Diabetes Mellitus, Type 2",MTHFD1L,2
"Diabetes Mellitus, Type 2",MTHFR,85
"Diabetes Mellitus, Type 2",MTHFS,1
"Diabetes Mellitus, Type 2",MTHFSD,1
"Diabetes Mellitus, Type 2",MTIF2,1
"Diabetes Mellitus, Type 2",MTIF3,4
"Diabetes Mellitus, Type 2",MTMR9,2
"Diabetes Mellitus, Type 2",MTNR1A,2
"Diabetes Mellitus, Type 2",MTNR1B,77
"Diabetes Mellitus, Type 2",MTO1,1
"Diabetes Mellitus, Type 2",MTOR,4
"Diabetes Mellitus, Type 2",MTR,1
"Diabetes Mellitus, Type 2",MTRNR2L1,1
"Diabetes Mellitus, Type 2",MTRR,2
"Diabetes Mellitus, Type 2",MTTP,5
"Diabetes Mellitus, Type 2",MUC19,1
"Diabetes Mellitus, Type 2",MUC3,1
"Diabetes Mellitus, Type 2",MUC5B,1
"Diabetes Mellitus, Type 2",MUTYH,3
"Diabetes Mellitus, Type 2",MVD,1
"Diabetes Mellitus, Type 2",MVK,2
"Diabetes Mellitus, Type 2",MX2,1
"Diabetes Mellitus, Type 2",MYB,1
"Diabetes Mellitus, Type 2",MYBPC1,1
"Diabetes Mellitus, Type 2",MYBPC2,1
"Diabetes Mellitus, Type 2",MYBPC3,3
"Diabetes Mellitus, Type 2",MYD88,2
"Diabetes Mellitus, Type 2",MYEOV,1
"Diabetes Mellitus, Type 2",MYH1,1
"Diabetes Mellitus, Type 2",MYH3,1
"Diabetes Mellitus, Type 2",MYH4,1
"Diabetes Mellitus, Type 2",MYH6,2
"Diabetes Mellitus, Type 2",MYH7B,1
"Diabetes Mellitus, Type 2",MYH8,1
"Diabetes Mellitus, Type 2",MYH9,5
"Diabetes Mellitus, Type 2",MYL2,1
"Diabetes Mellitus, Type 2",MYL3,1
"Diabetes Mellitus, Type 2",MYLIP,1
"Diabetes Mellitus, Type 2",MYLK,1
"Diabetes Mellitus, Type 2",MYNN,1
"Diabetes Mellitus, Type 2",MYO16,2
"Diabetes Mellitus, Type 2",MYO1C,1
"Diabetes Mellitus, Type 2",MYO1D,1
"Diabetes Mellitus, Type 2",MYO5C,1
"Diabetes Mellitus, Type 2",MYO6,1
"Diabetes Mellitus, Type 2",MYOCD,1
"Diabetes Mellitus, Type 2",MYOF,1
"Diabetes Mellitus, Type 2",MYOT,1
"Diabetes Mellitus, Type 2",MYSM1,1
"Diabetes Mellitus, Type 2",MYST1,1
"Diabetes Mellitus, Type 2",MYST2,1
"Diabetes Mellitus, Type 2",MYT1L,1
"Diabetes Mellitus, Type 2",MZT2A,1
"Diabetes Mellitus, Type 2",MZT2B,1
"Diabetes Mellitus, Type 2",NAA10,1
"Diabetes Mellitus, Type 2",NAA25,1
"Diabetes Mellitus, Type 2",NAB2,1
"Diabetes Mellitus, Type 2",NACA2,1
"Diabetes Mellitus, Type 2",NADSYN1,2
"Diabetes Mellitus, Type 2",NAGS,1
"Diabetes Mellitus, Type 2",NAMPT,10
"Diabetes Mellitus, Type 2",NAT1,2
"Diabetes Mellitus, Type 2",NAT2,5
"Diabetes Mellitus, Type 2",NAV3,1
"Diabetes Mellitus, Type 2",NBEA,1
"Diabetes Mellitus, Type 2",NCAM1,1
"Diabetes Mellitus, Type 2",NCAN,3
"Diabetes Mellitus, Type 2",NCAPG,1
"Diabetes Mellitus, Type 2",NCAPH2,1
"Diabetes Mellitus, Type 2",NCF2,1
"Diabetes Mellitus, Type 2",NCF4,1
"Diabetes Mellitus, Type 2",NCKAP5,1
"Diabetes Mellitus, Type 2",NCOA1,1
"Diabetes Mellitus, Type 2",NCOA2,1
"Diabetes Mellitus, Type 2",NCOA3,1
"Diabetes Mellitus, Type 2",NCOA5,2
"Diabetes Mellitus, Type 2",NCOA6,1
"Diabetes Mellitus, Type 2",NCOR1,1
"Diabetes Mellitus, Type 2",NCR3,3
"Diabetes Mellitus, Type 2",ND1,11
"Diabetes Mellitus, Type 2",ND1,2
"Diabetes Mellitus, Type 2",ND2,1
"Diabetes Mellitus, Type 2",ND2,4
"Diabetes Mellitus, Type 2",ND3,4
"Diabetes Mellitus, Type 2",ND3,2
"Diabetes Mellitus, Type 2",ND4,2
"Diabetes Mellitus, Type 2",ND4,1
"Diabetes Mellitus, Type 2",ND4L,1
"Diabetes Mellitus, Type 2",ND5,2
"Diabetes Mellitus, Type 2",ND5,1
"Diabetes Mellitus, Type 2",ND6,1
"Diabetes Mellitus, Type 2",NDN,1
"Diabetes Mellitus, Type 2",NDST3,1
"Diabetes Mellitus, Type 2",NDUFB3,1
"Diabetes Mellitus, Type 2",NDUFB6,2
"Diabetes Mellitus, Type 2",NDUFC2,1
"Diabetes Mellitus, Type 2",NDUFS2,1
"Diabetes Mellitus, Type 2",NDUFV2,1
"Diabetes Mellitus, Type 2",NEB,1
"Diabetes Mellitus, Type 2",NEBL,1
"Diabetes Mellitus, Type 2",NEDD4L,1
"Diabetes Mellitus, Type 2",NEDD9,1
"Diabetes Mellitus, Type 2",NEGR1,14
"Diabetes Mellitus, Type 2",NEIL1,1
"Diabetes Mellitus, Type 2",NELL1,1
"Diabetes Mellitus, Type 2",NETO1,1
"Diabetes Mellitus, Type 2",NEU3,1
"Diabetes Mellitus, Type 2",NEUROD1,22
"Diabetes Mellitus, Type 2",NEUROG3,12
"Diabetes Mellitus, Type 2",NEXN,1
"Diabetes Mellitus, Type 2",NF1,1
"Diabetes Mellitus, Type 2",NFAT5,1
"Diabetes Mellitus, Type 2",NFATC1,1
"Diabetes Mellitus, Type 2",NFATC2,1
"Diabetes Mellitus, Type 2",NFATC3,1
"Diabetes Mellitus, Type 2",NFATC4,1
"Diabetes Mellitus, Type 2",NFE2L2,2
"Diabetes Mellitus, Type 2",NFE2L3,3
"Diabetes Mellitus, Type 2",NFIA,1
"Diabetes Mellitus, Type 2",NFIB,2
"Diabetes Mellitus, Type 2",NFIL3,1
"Diabetes Mellitus, Type 2",NFKB1,6
"Diabetes Mellitus, Type 2",NFKB2,1
"Diabetes Mellitus, Type 2",NFKBIA,2
"Diabetes Mellitus, Type 2",NFKBIB,1
"Diabetes Mellitus, Type 2",NFKBIE,1
"Diabetes Mellitus, Type 2",NFKBIL1,1
"Diabetes Mellitus, Type 2",NFKBIZ,1
"Diabetes Mellitus, Type 2",NFYA,1
"Diabetes Mellitus, Type 2",NFYB,1
"Diabetes Mellitus, Type 2",NFYC,1
"Diabetes Mellitus, Type 2",NGFR,1
"Diabetes Mellitus, Type 2",NHLRC2,1
"Diabetes Mellitus, Type 2",NHS,1
"Diabetes Mellitus, Type 2",NISCH,3
"Diabetes Mellitus, Type 2",NKAIN2,1
"Diabetes Mellitus, Type 2",NKX2-2,2
"Diabetes Mellitus, Type 2",NKX2-5,1
"Diabetes Mellitus, Type 2",NKX6-1,3
"Diabetes Mellitus, Type 2",NLRC5,1
"Diabetes Mellitus, Type 2",NLRP1,2
"Diabetes Mellitus, Type 2",NLRP12,1
"Diabetes Mellitus, Type 2",NLRP3,7
"Diabetes Mellitus, Type 2",NLRX1,1
"Diabetes Mellitus, Type 2",NMB,2
"Diabetes Mellitus, Type 2",NMNAT1,1
"Diabetes Mellitus, Type 2",NMT2,1
"Diabetes Mellitus, Type 2",NMU,1
"Diabetes Mellitus, Type 2",NNMT,1
"Diabetes Mellitus, Type 2",NOD1,2
"Diabetes Mellitus, Type 2",NOD2,5
"Diabetes Mellitus, Type 2",NODAL,1
"Diabetes Mellitus, Type 2",NOG,1
"Diabetes Mellitus, Type 2",NOL12,1
"Diabetes Mellitus, Type 2",NOL3,1
"Diabetes Mellitus, Type 2",NOS1,2
"Diabetes Mellitus, Type 2",NOS1AP,9
"Diabetes Mellitus, Type 2",NOS2,7
"Diabetes Mellitus, Type 2",NOS2A,6
"Diabetes Mellitus, Type 2",NOS3,83
"Diabetes Mellitus, Type 2",NOTCH1,1
"Diabetes Mellitus, Type 2",NOTCH2,43
"Diabetes Mellitus, Type 2",NOTCH3,1
"Diabetes Mellitus, Type 2",NOX1,1
"Diabetes Mellitus, Type 2",NOX3,1
"Diabetes Mellitus, Type 2",NOX4,5
"Diabetes Mellitus, Type 2",NPAS2,1
"Diabetes Mellitus, Type 2",NPAS3,1
"Diabetes Mellitus, Type 2",NPAT,1
"Diabetes Mellitus, Type 2",NPC1,1
"Diabetes Mellitus, Type 2",NPC1,7
"Diabetes Mellitus, Type 2",NPC1L1,4
"Diabetes Mellitus, Type 2",NPC2,1
"Diabetes Mellitus, Type 2",NPHP3,1
"Diabetes Mellitus, Type 2",NPHS1,4
"Diabetes Mellitus, Type 2",NPHS2,1
"Diabetes Mellitus, Type 2",NPPA,7
"Diabetes Mellitus, Type 2",NPPB,5
"Diabetes Mellitus, Type 2",NPPC,1
"Diabetes Mellitus, Type 2",NPR2,1
"Diabetes Mellitus, Type 2",NPR3,3
"Diabetes Mellitus, Type 2",NPSR1,1
"Diabetes Mellitus, Type 2",NPY,10
"Diabetes Mellitus, Type 2",NPY1R,3
"Diabetes Mellitus, Type 2",NPY2R,4
"Diabetes Mellitus, Type 2",NPY5R,2
"Diabetes Mellitus, Type 2",NQO1,6
"Diabetes Mellitus, Type 2",NR0B2,4
"Diabetes Mellitus, Type 2",NR1D1,3
"Diabetes Mellitus, Type 2",NR1D2,2
"Diabetes Mellitus, Type 2",NR1H2,4
"Diabetes Mellitus, Type 2",NR1H3,5
"Diabetes Mellitus, Type 2",NR1I2,1
"Diabetes Mellitus, Type 2",NR2F2,3
"Diabetes Mellitus, Type 2",NR3C1,8
"Diabetes Mellitus, Type 2",NR3C2,1
"Diabetes Mellitus, Type 2",NR4A1,1
"Diabetes Mellitus, Type 2",NR4A2,1
"Diabetes Mellitus, Type 2",NR4A3,1
"Diabetes Mellitus, Type 2",NR5A1,1
"Diabetes Mellitus, Type 2",NR5A2,2
"Diabetes Mellitus, Type 2",NRAP,1
"Diabetes Mellitus, Type 2",NRAS,1
"Diabetes Mellitus, Type 2",NRF1,6
"Diabetes Mellitus, Type 2",NRG1,1
"Diabetes Mellitus, Type 2",NRG3,1
"Diabetes Mellitus, Type 2",NRG4,1
"Diabetes Mellitus, Type 2",NRIP1,1
"Diabetes Mellitus, Type 2",NRM,1
"Diabetes Mellitus, Type 2",NRXN2,1
"Diabetes Mellitus, Type 2",NRXN3,1
"Diabetes Mellitus, Type 2",NSD1,1
"Diabetes Mellitus, Type 2",NSMAF,1
"Diabetes Mellitus, Type 2",NSUN2,1
"Diabetes Mellitus, Type 2",NT5C2,1
"Diabetes Mellitus, Type 2",NT5DC1,1
"Diabetes Mellitus, Type 2",NTM,1
"Diabetes Mellitus, Type 2",NTNG1,1
"Diabetes Mellitus, Type 2",NTRK1,1
"Diabetes Mellitus, Type 2",NTRK2,2
"Diabetes Mellitus, Type 2",NTS,1
"Diabetes Mellitus, Type 2",NTSR1,1
"Diabetes Mellitus, Type 2",NUB1,1
"Diabetes Mellitus, Type 2",NUCB2,1
"Diabetes Mellitus, Type 2",NUDT1,1
"Diabetes Mellitus, Type 2",NUDT22,1
"Diabetes Mellitus, Type 2",NUDT3,2
"Diabetes Mellitus, Type 2",NUDT6,1
"Diabetes Mellitus, Type 2",NUP133,1
"Diabetes Mellitus, Type 2",NXPH1,2
"Diabetes Mellitus, Type 2",O3far1,1
"Diabetes Mellitus, Type 2",O3FAR1,1
"Diabetes Mellitus, Type 2",OAS1,1
"Diabetes Mellitus, Type 2",OASL,2
"Diabetes Mellitus, Type 2",OAT,1
"Diabetes Mellitus, Type 2",OBFC1,2
"Diabetes Mellitus, Type 2",OCA2,1
"Diabetes Mellitus, Type 2",OCTN3,2
"Diabetes Mellitus, Type 2",ODF3B,1
"Diabetes Mellitus, Type 2",ODZ4,1
"Diabetes Mellitus, Type 2",OFD1,1
"Diabetes Mellitus, Type 2",OGG1,8
"Diabetes Mellitus, Type 2",OGN,1
"Diabetes Mellitus, Type 2",OGT,1
"Diabetes Mellitus, Type 2",OLIG3,1
"Diabetes Mellitus, Type 2",OLR1,3
"Diabetes Mellitus, Type 2",OMP,1
"Diabetes Mellitus, Type 2",OPCML,1
"Diabetes Mellitus, Type 2",OPRM1,4
"Diabetes Mellitus, Type 2",OR14L1P,1
"Diabetes Mellitus, Type 2",OR1C1,1
"Diabetes Mellitus, Type 2",OR2AK2,1
"Diabetes Mellitus, Type 2",OR2L13,1
"Diabetes Mellitus, Type 2",OR2L8,1
"Diabetes Mellitus, Type 2",OR51Q1,1
"Diabetes Mellitus, Type 2",OR52I1,1
"Diabetes Mellitus, Type 2",OR7E13P,1
"Diabetes Mellitus, Type 2",OR7E16P,1
"Diabetes Mellitus, Type 2",OS9,1
"Diabetes Mellitus, Type 2",OSBP,1
"Diabetes Mellitus, Type 2",OSBP2,1
"Diabetes Mellitus, Type 2",OSBPL11,1
"Diabetes Mellitus, Type 2",OSBPL2,1
"Diabetes Mellitus, Type 2",OSBPL7,1
"Diabetes Mellitus, Type 2",OSBPL9,1
"Diabetes Mellitus, Type 2",OSM,1
"Diabetes Mellitus, Type 2",OST4,1
"Diabetes Mellitus, Type 2",OTX2,1
"Diabetes Mellitus, Type 2",P2rx4,1
"Diabetes Mellitus, Type 2",P2RX4,1
"Diabetes Mellitus, Type 2",P2rx7,1
"Diabetes Mellitus, Type 2",P2RX7,1
"Diabetes Mellitus, Type 2",P2ry1,1
"Diabetes Mellitus, Type 2",P2RY1,3
"Diabetes Mellitus, Type 2",P2RY12,1
"Diabetes Mellitus, Type 2",P2RY13,1
"Diabetes Mellitus, Type 2",P2RY2,1
"Diabetes Mellitus, Type 2",P4HB,1
"Diabetes Mellitus, Type 2",PAFAH1B1,1
"Diabetes Mellitus, Type 2",PAG1,1
"Diabetes Mellitus, Type 2",PAH,1
"Diabetes Mellitus, Type 2",PALB2,1
"Diabetes Mellitus, Type 2",PALLD,1
"Diabetes Mellitus, Type 2",PAN2,1
"Diabetes Mellitus, Type 2",PANK4,1
"Diabetes Mellitus, Type 2",PAPPA,1
"Diabetes Mellitus, Type 2",PAQR9,1
"Diabetes Mellitus, Type 2",PARD3,2
"Diabetes Mellitus, Type 2",PARD3B,2
"Diabetes Mellitus, Type 2",PARK2,2
"Diabetes Mellitus, Type 2",PARL,1
"Diabetes Mellitus, Type 2",PARP1,7
"Diabetes Mellitus, Type 2",PARP15,1
"Diabetes Mellitus, Type 2",PARP2,2
"Diabetes Mellitus, Type 2",PARP3,1
"Diabetes Mellitus, Type 2",PAX2,1
"Diabetes Mellitus, Type 2",PAX3,1
"Diabetes Mellitus, Type 2",PAX4,18
"Diabetes Mellitus, Type 2",PAX5,1
"Diabetes Mellitus, Type 2",PAX6,4
"Diabetes Mellitus, Type 2",PAX8,1
"Diabetes Mellitus, Type 2",PBEF1,4
"Diabetes Mellitus, Type 2",PBX1,4
"Diabetes Mellitus, Type 2",PBX2,2
"Diabetes Mellitus, Type 2",PBX3,1
"Diabetes Mellitus, Type 2",PBX4,2
"Diabetes Mellitus, Type 2",PCBD1,1
"Diabetes Mellitus, Type 2",PCBP4,1
"Diabetes Mellitus, Type 2",PCCA,1
"Diabetes Mellitus, Type 2",PCCB,1
"Diabetes Mellitus, Type 2",PCDH15,1
"Diabetes Mellitus, Type 2",PCDH20,1
"Diabetes Mellitus, Type 2",PCDH8,1
"Diabetes Mellitus, Type 2",PCDH9,1
"Diabetes Mellitus, Type 2",PCK1,12
"Diabetes Mellitus, Type 2",PCK2,4
"Diabetes Mellitus, Type 2",PCLO,1
"Diabetes Mellitus, Type 2",PCMT1,1
"Diabetes Mellitus, Type 2",PCNA,1
"Diabetes Mellitus, Type 2",PCNXL2,1
"Diabetes Mellitus, Type 2",PCNXL3,1
"Diabetes Mellitus, Type 2",PCSK1,12
"Diabetes Mellitus, Type 2",PCSK2,6
"Diabetes Mellitus, Type 2",PCSK4,1
"Diabetes Mellitus, Type 2",PCSK5,1
"Diabetes Mellitus, Type 2",PCSK6,1
"Diabetes Mellitus, Type 2",PCSK9,8
"Diabetes Mellitus, Type 2",PCTP,1
"Diabetes Mellitus, Type 2",PCYT1A,1
"Diabetes Mellitus, Type 2",PCYT1B,1
"Diabetes Mellitus, Type 2",PDCD1,1
"Diabetes Mellitus, Type 2",PDE10A,1
"Diabetes Mellitus, Type 2",PDE11A,1
"Diabetes Mellitus, Type 2",PDE1A,1
"Diabetes Mellitus, Type 2",PDE1B,1
"Diabetes Mellitus, Type 2",PDE1C,1
"Diabetes Mellitus, Type 2",PDE2A,1
"Diabetes Mellitus, Type 2",PDE3A,1
"Diabetes Mellitus, Type 2",PDE3B,4
"Diabetes Mellitus, Type 2",PDE4A,1
"Diabetes Mellitus, Type 2",PDE4B,2
"Diabetes Mellitus, Type 2",PDE4C,1
"Diabetes Mellitus, Type 2",PDE4D,1
"Diabetes Mellitus, Type 2",PDE6A,1
"Diabetes Mellitus, Type 2",PDE6C,1
"Diabetes Mellitus, Type 2",PDE7A,1
"Diabetes Mellitus, Type 2",PDE7B,1
"Diabetes Mellitus, Type 2",PDE8A,1
"Diabetes Mellitus, Type 2",PDE8B,1
"Diabetes Mellitus, Type 2",PDGFB,1
"Diabetes Mellitus, Type 2",PDGFC,2
"Diabetes Mellitus, Type 2",PDGFD,1
"Diabetes Mellitus, Type 2",PDGFRA,1
"Diabetes Mellitus, Type 2",PDGFRB,1
"Diabetes Mellitus, Type 2",PDHA1,1
"Diabetes Mellitus, Type 2",PDIA2,1
"Diabetes Mellitus, Type 2",PDK1,2
"Diabetes Mellitus, Type 2",PDK4,2
"Diabetes Mellitus, Type 2",PDLIM5,1
"Diabetes Mellitus, Type 2",PDR,2
"Diabetes Mellitus, Type 2",PDSS2,1
"Diabetes Mellitus, Type 2",PDX1,22
"Diabetes Mellitus, Type 2",PDXDC1,1
"Diabetes Mellitus, Type 2",PDZK1,3
"Diabetes Mellitus, Type 2",PDZK1IP1,1
"Diabetes Mellitus, Type 2",PDZRN3,1
"Diabetes Mellitus, Type 2",Pebp1,1
"Diabetes Mellitus, Type 2",PECAM1,1
"Diabetes Mellitus, Type 2",PEG10,1
"Diabetes Mellitus, Type 2",PELO,1
"Diabetes Mellitus, Type 2",PEMT,4
"Diabetes Mellitus, Type 2",PENK,1
"Diabetes Mellitus, Type 2",PEPD,6
"Diabetes Mellitus, Type 2",PER1,4
"Diabetes Mellitus, Type 2",PER2,3
"Diabetes Mellitus, Type 2",PER3,5
"Diabetes Mellitus, Type 2",PERP,1
"Diabetes Mellitus, Type 2",PEX1,1
"Diabetes Mellitus, Type 2",PEX14,1
"Diabetes Mellitus, Type 2",PEX16,1
"Diabetes Mellitus, Type 2",PEX7,1
"Diabetes Mellitus, Type 2",PF4,1
"Diabetes Mellitus, Type 2",PFKP,1
"Diabetes Mellitus, Type 2",PGAP3,1
"Diabetes Mellitus, Type 2",PGD,1
"Diabetes Mellitus, Type 2",PGF,1
"Diabetes Mellitus, Type 2",PGLYRP1,1
"Diabetes Mellitus, Type 2",PGM1,1
"Diabetes Mellitus, Type 2",PGM3,1
"Diabetes Mellitus, Type 2",PGR,2
"Diabetes Mellitus, Type 2",PGS1,1
"Diabetes Mellitus, Type 2",PHACTR1,1
"Diabetes Mellitus, Type 2",PHACTR2,1
"Diabetes Mellitus, Type 2",PHACTR3,1
"Diabetes Mellitus, Type 2",PHGDH,1
"Diabetes Mellitus, Type 2",PHKA2,1
"Diabetes Mellitus, Type 2",PHLPP1,2
"Diabetes Mellitus, Type 2",PHTF1,1
"Diabetes Mellitus, Type 2",PI4KA,1
"Diabetes Mellitus, Type 2",PIGF,1
"Diabetes Mellitus, Type 2",PIGO,1
"Diabetes Mellitus, Type 2",PIGR,1
"Diabetes Mellitus, Type 2",PIK3C2A,1
"Diabetes Mellitus, Type 2",PIK3C2B,2
"Diabetes Mellitus, Type 2",PIK3C2G,1
"Diabetes Mellitus, Type 2",PIK3CA,3
"Diabetes Mellitus, Type 2",PIK3CB,3
"Diabetes Mellitus, Type 2",PIK3CD,2
"Diabetes Mellitus, Type 2",PIK3CG,1
"Diabetes Mellitus, Type 2",Pik3r1,1
"Diabetes Mellitus, Type 2",PIK3R1,9
"Diabetes Mellitus, Type 2",PINK1,1
"Diabetes Mellitus, Type 2",PITPNA,1
"Diabetes Mellitus, Type 2",PITPNC1,1
"Diabetes Mellitus, Type 2",PITX2,2
"Diabetes Mellitus, Type 2",PKD2,1
"Diabetes Mellitus, Type 2",PKD2L1,2
"Diabetes Mellitus, Type 2",PKHD1,1
"Diabetes Mellitus, Type 2",PKIG,1
"Diabetes Mellitus, Type 2",PKLR,4
"Diabetes Mellitus, Type 2",PKN1,1
"Diabetes Mellitus, Type 2",PKN2,5
"Diabetes Mellitus, Type 2",PKNOX2,1
"Diabetes Mellitus, Type 2",PKP1,1
"Diabetes Mellitus, Type 2",PKP3,1
"Diabetes Mellitus, Type 2",PLA1A,1
"Diabetes Mellitus, Type 2",PLA2G12A,1
"Diabetes Mellitus, Type 2",PLA2G15,1
"Diabetes Mellitus, Type 2",PLA2G1B,1
"Diabetes Mellitus, Type 2",PLA2G2A,4
"Diabetes Mellitus, Type 2",PLA2G4A,2
"Diabetes Mellitus, Type 2",PLA2G4B,1
"Diabetes Mellitus, Type 2",PLA2G4C,1
"Diabetes Mellitus, Type 2",PLA2G4D,1
"Diabetes Mellitus, Type 2",PLA2G4E,1
"Diabetes Mellitus, Type 2",PLA2G4F,1
"Diabetes Mellitus, Type 2",PLA2G5,1
"Diabetes Mellitus, Type 2",PLA2G6,2
"Diabetes Mellitus, Type 2",PLA2G7,2
"Diabetes Mellitus, Type 2",PLAA,1
"Diabetes Mellitus, Type 2",PLAC4,1
"Diabetes Mellitus, Type 2",PLAG1,1
"Diabetes Mellitus, Type 2",PLAGL1,1
"Diabetes Mellitus, Type 2",PLAT,1
"Diabetes Mellitus, Type 2",PLAU,2
"Diabetes Mellitus, Type 2",PLAUR,1
"Diabetes Mellitus, Type 2",PLCB1,1
"Diabetes Mellitus, Type 2",PLCB2,1
"Diabetes Mellitus, Type 2",PLCB3,1
"Diabetes Mellitus, Type 2",PLCB4,1
"Diabetes Mellitus, Type 2",PLCD1,1
"Diabetes Mellitus, Type 2",PLCD3,1
"Diabetes Mellitus, Type 2",PLCD4,1
"Diabetes Mellitus, Type 2",PLCG1,1
"Diabetes Mellitus, Type 2",PLCH1,1
"Diabetes Mellitus, Type 2",PLCL1,1
"Diabetes Mellitus, Type 2",PLCZ1,1
"Diabetes Mellitus, Type 2",PLD1,1
"Diabetes Mellitus, Type 2",PLD2,2
"Diabetes Mellitus, Type 2",PLEK,1
"Diabetes Mellitus, Type 2",PLEKHA1,1
"Diabetes Mellitus, Type 2",PLEKHB1,1
"Diabetes Mellitus, Type 2",PLEKHF2,1
"Diabetes Mellitus, Type 2",PLEKHG4B,1
"Diabetes Mellitus, Type 2",PLEKHG5,1
"Diabetes Mellitus, Type 2",PLG,2
"Diabetes Mellitus, Type 2",PLGLB1,1
"Diabetes Mellitus, Type 2",PLGLB2,1
"Diabetes Mellitus, Type 2",PLIN,4
"Diabetes Mellitus, Type 2",PLIN1,4
"Diabetes Mellitus, Type 2",PLIN2,1
"Diabetes Mellitus, Type 2",PLOD2,1
"Diabetes Mellitus, Type 2",PLSCR1,1
"Diabetes Mellitus, Type 2",PLTP,6
"Diabetes Mellitus, Type 2",PLXDC2,1
"Diabetes Mellitus, Type 2",PLXNA2,1
"Diabetes Mellitus, Type 2",Plxna3,1
"Diabetes Mellitus, Type 2",PLXNA4,2
"Diabetes Mellitus, Type 2",PLXND1,1
"Diabetes Mellitus, Type 2",PMP22,1
"Diabetes Mellitus, Type 2",PMVK,1
"Diabetes Mellitus, Type 2",PNLIPRP2,1
"Diabetes Mellitus, Type 2",PNMT,1
"Diabetes Mellitus, Type 2",PNN,1
"Diabetes Mellitus, Type 2",PNPLA2,2
"Diabetes Mellitus, Type 2",PNPLA3,18
"Diabetes Mellitus, Type 2",PNPT1,1
"Diabetes Mellitus, Type 2",PNRC1,1
"Diabetes Mellitus, Type 2",POC5,1
"Diabetes Mellitus, Type 2",PODN,1
"Diabetes Mellitus, Type 2",POFUT2,1
